Date,Meal Time,Expected Diners,Actual Diners,Food Prepared (kg),Food Consumed (kg),Portion Size (g),Food Waste (kg),Special Event,Satisfaction Score,Waste Feedback,Surplus Food (kg),Food Distributed (kg),Weather,Suggestions
2024-02-19,Lunch,177,161,45.87,32.19,223,13.68,Sports Day,1,Moderate Waste,4.39,2.62,Sunny,Consider changing the menu or improving food quality.
2024-03-06,Dinner,220,203,38.89,30.52,273,8.37,Holiday,1,High Waste,2.58,1.33,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-10-09,Lunch,160,149,48.25,47.34,248,0.91,Holiday,3,Moderate Waste,2.49,2.29,Windy,Portion sizes seem optimal; continue as is.
2024-06-23,Breakfast,102,102,43.87,34.47,197,9.4,Holiday,2,High Waste,3.62,1.57,Sunny,Reduce portion size by 10-20% for the next meal.
2024-01-26,Breakfast,127,117,39.48,36.97,221,2.51,Staff Meeting,3,Minimal Waste,3.12,0.73,Cloudy,Portion sizes seem optimal; continue as is.
2024-09-23,Lunch,150,157,49.55,43.18,260,6.37,No Event,3,Moderate Waste,1.12,0.53,Cloudy,Portion sizes seem optimal; continue as is.
2024-02-03,Dinner,192,202,45.83,35.66,209,10.17,No Event,2,High Waste,3.59,2.66,Sunny,Reduce portion size by 10-20% for the next meal.
2024-05-06,Lunch,188,189,39.96,30.37,237,9.59,Holiday,1,Moderate Waste,0.17,0.15,Cloudy,Consider changing the menu or improving food quality.
2024-04-01,Lunch,172,155,39.92,38.09,237,1.83,Sports Day,5,Moderate Waste,2.93,1.13,Cloudy,Increase portions slightly for high energy consumption.
2024-10-13,Lunch,179,177,32.74,25.72,299,7.02,Staff Meeting,1,Minimal Waste,1.35,0.77,Sunny,Consider changing the menu or improving food quality.
2024-05-16,Breakfast,106,86,33.86,28.11,250,5.75,Staff Meeting,2,High Waste,4.38,1.92,Rainy,Reduce portion size by 10-20% for the next meal.
2024-10-17,Lunch,198,203,44.05,37.16,283,6.89,Staff Meeting,4,Moderate Waste,4.36,4.23,Windy,Portion sizes seem optimal; continue as is.
2024-10-25,Dinner,219,233,30.33,29.34,278,0.99,No Event,5,High Waste,0.15,0.11,Rainy,Reduce portion size by 10-20% for the next meal.
2024-09-08,Lunch,156,144,35.19,27.78,297,7.41,Staff Meeting,2,High Waste,1.6,0.93,Windy,Reduce portion size by 10-20% for the next meal.
2024-05-05,Lunch,166,155,42.34,28.49,228,13.85,Staff Meeting,4,High Waste,4.13,2.79,Rainy,Reduce portion size by 10-20% for the next meal.
2024-10-29,Dinner,195,210,39.28,37.45,317,1.83,Holiday,4,Moderate Waste,3.08,2.64,Windy,Portion sizes seem optimal; continue as is.
2024-01-29,Breakfast,102,118,37.18,29.39,201,7.79,Staff Meeting,5,High Waste,3.23,2.8,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-07-16,Breakfast,106,116,36.68,27.9,236,8.78,No Event,2,Moderate Waste,0.45,0.12,Cloudy,Consider changing the menu or improving food quality.
2024-08-13,Breakfast,111,98,48.31,44.81,222,3.5,No Event,1,High Waste,0.52,0.21,Windy,Reduce portion size by 10-20% for the next meal.
2024-10-10,Dinner,212,231,44.34,33.21,299,11.13,Staff Meeting,1,High Waste,2.26,1.23,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-02-04,Dinner,208,218,35.18,30.37,328,4.81,Sports Day,1,High Waste,0.54,0.39,Windy,Reduce portion size by 10-20% for the next meal.
2024-06-13,Breakfast,118,125,30.94,26.96,249,3.98,Staff Meeting,5,Minimal Waste,2.89,0.16,Sunny,Portion sizes seem optimal; continue as is.
2024-03-19,Dinner,215,217,46.66,27.42,257,19.24,Sports Day,5,Minimal Waste,2.16,1.98,Sunny,Increase portions slightly for high energy consumption.
2024-08-29,Lunch,150,131,47.56,34.86,287,12.7,Holiday,2,Moderate Waste,0.5,0.21,Sunny,Consider changing the menu or improving food quality.
2024-01-23,Dinner,194,199,38.7,36.04,303,2.66,Staff Meeting,5,High Waste,4.66,0.13,Sunny,Reduce portion size by 10-20% for the next meal.
2024-05-13,Lunch,178,173,43.54,27.49,228,16.05,Holiday,4,High Waste,1.83,0.19,Sunny,Reduce portion size by 10-20% for the next meal.
2024-06-10,Dinner,241,258,36.27,29.95,338,6.32,Sports Day,3,Minimal Waste,0.11,0.1,Sunny,Increase portions slightly for high energy consumption.
2024-09-24,Breakfast,118,132,43.71,31.74,194,11.97,Staff Meeting,1,Moderate Waste,3.35,0.57,Cloudy,Consider changing the menu or improving food quality.
2024-09-05,Lunch,163,173,40.69,30.76,265,9.93,Holiday,4,Minimal Waste,1.55,1.06,Cloudy,Portion sizes seem optimal; continue as is.
2024-04-10,Dinner,201,212,40.31,27.7,201,12.61,No Event,1,Moderate Waste,2.93,1.18,Cloudy,Consider changing the menu or improving food quality.
2024-01-05,Breakfast,131,140,31.32,27.32,202,4.0,Staff Meeting,3,High Waste,3.93,2.46,Rainy,Reduce portion size by 10-20% for the next meal.
2024-06-10,Breakfast,130,132,48.49,28.99,213,19.5,Holiday,2,Moderate Waste,0.43,0.21,Windy,Consider changing the menu or improving food quality.
2024-05-23,Dinner,219,205,32.1,31.85,295,0.25,Holiday,3,High Waste,3.21,0.58,Sunny,Reduce portion size by 10-20% for the next meal.
2024-03-19,Dinner,235,248,48.57,43.69,203,4.88,No Event,3,High Waste,1.49,0.96,Sunny,Reduce portion size by 10-20% for the next meal.
2024-04-19,Breakfast,102,89,39.93,39.25,232,0.68,No Event,1,High Waste,2.58,2.19,Rainy,Reduce portion size by 10-20% for the next meal.
2024-04-30,Dinner,197,196,45.89,34.85,287,11.04,Sports Day,2,High Waste,0.22,0.11,Sunny,Reduce portion size by 10-20% for the next meal.
2024-01-24,Dinner,206,211,35.88,28.72,331,7.16,Holiday,4,Moderate Waste,1.19,0.65,Sunny,Portion sizes seem optimal; continue as is.
2024-09-12,Lunch,194,196,36.9,27.93,259,8.97,Sports Day,4,Minimal Waste,3.59,0.61,Windy,Increase portions slightly for high energy consumption.
2024-10-07,Lunch,200,214,40.81,31.85,240,8.96,Holiday,2,Moderate Waste,3.53,1.34,Cloudy,Consider changing the menu or improving food quality.
2024-09-11,Lunch,156,145,30.28,25.25,250,5.03,Sports Day,1,High Waste,4.16,2.66,Windy,Reduce portion size by 10-20% for the next meal.
2024-07-14,Dinner,202,217,45.64,28.46,215,17.18,No Event,3,Moderate Waste,2.63,1.42,Sunny,Portion sizes seem optimal; continue as is.
2024-04-16,Breakfast,110,118,37.54,30.54,224,7.0,No Event,2,High Waste,2.0,1.33,Windy,Reduce portion size by 10-20% for the next meal.
2024-09-11,Breakfast,146,151,49.44,41.34,192,8.1,Sports Day,4,Minimal Waste,0.27,0.15,Rainy,Increase portions slightly for high energy consumption.
2024-04-13,Lunch,162,144,31.49,26.16,232,5.33,Sports Day,3,Moderate Waste,0.85,0.28,Cloudy,Increase portions slightly for high energy consumption.
2024-02-15,Dinner,224,222,49.06,28.58,220,20.48,Sports Day,5,High Waste,1.22,0.28,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-11-01,Lunch,172,181,35.89,27.53,289,8.36,Staff Meeting,4,Moderate Waste,2.8,2.24,Windy,Portion sizes seem optimal; continue as is.
2024-03-10,Lunch,200,190,47.73,35.57,248,12.16,Holiday,5,High Waste,3.17,2.01,Windy,Reduce portion size by 10-20% for the next meal.
2024-10-03,Breakfast,119,136,34.34,31.3,197,3.04,Staff Meeting,3,High Waste,3.91,1.91,Sunny,Reduce portion size by 10-20% for the next meal.
2024-05-15,Breakfast,150,160,40.42,38.4,246,2.02,Staff Meeting,5,Minimal Waste,4.49,3.66,Cloudy,Portion sizes seem optimal; continue as is.
2024-06-02,Breakfast,121,105,47.59,25.98,204,21.61,No Event,4,Moderate Waste,3.66,2.32,Windy,Portion sizes seem optimal; continue as is.
2024-06-27,Dinner,216,200,43.42,26.64,291,16.78,Sports Day,3,High Waste,3.28,2.72,Sunny,Reduce portion size by 10-20% for the next meal.
2024-03-03,Breakfast,105,85,49.04,25.16,216,23.88,Staff Meeting,4,Minimal Waste,4.73,2.92,Windy,Portion sizes seem optimal; continue as is.
2024-05-30,Breakfast,127,123,32.6,28.14,191,4.46,Holiday,1,Moderate Waste,4.75,3.13,Windy,Consider changing the menu or improving food quality.
2024-03-22,Dinner,202,221,48.41,37.26,287,11.15,No Event,3,Moderate Waste,1.67,0.96,Rainy,Consider offering warm food options.
2024-09-17,Breakfast,107,90,48.89,32.18,223,16.71,Sports Day,2,Moderate Waste,2.82,0.18,Rainy,Consider changing the menu or improving food quality.
2024-02-14,Lunch,154,144,38.75,30.91,239,7.84,Staff Meeting,5,Minimal Waste,0.96,0.56,Windy,Portion sizes seem optimal; continue as is.
2024-01-21,Lunch,166,162,33.18,28.47,257,4.71,Holiday,4,High Waste,3.62,1.42,Windy,Reduce portion size by 10-20% for the next meal.
2024-08-25,Dinner,188,190,32.68,27.41,270,5.27,Staff Meeting,3,Minimal Waste,4.07,0.93,Sunny,Portion sizes seem optimal; continue as is.
2024-05-24,Lunch,197,197,30.22,30.1,279,0.12,Sports Day,3,High Waste,2.46,0.88,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-07-22,Breakfast,147,132,42.91,42.34,200,0.57,Staff Meeting,5,Minimal Waste,2.44,0.52,Sunny,Portion sizes seem optimal; continue as is.
2024-08-15,Dinner,245,230,37.22,27.48,339,9.74,Staff Meeting,4,High Waste,3.42,1.7,Rainy,Reduce portion size by 10-20% for the next meal.
2024-08-29,Dinner,218,238,43.01,41.68,240,1.33,No Event,4,Minimal Waste,2.67,0.98,Windy,Portion sizes seem optimal; continue as is.
2024-07-22,Lunch,190,193,40.95,25.37,244,15.58,Staff Meeting,5,Moderate Waste,3.06,3.03,Cloudy,Portion sizes seem optimal; continue as is.
2024-02-22,Lunch,175,176,34.83,27.35,221,7.48,Staff Meeting,4,High Waste,4.14,1.55,Rainy,Reduce portion size by 10-20% for the next meal.
2024-01-09,Dinner,211,194,40.22,33.26,326,6.96,Sports Day,3,Moderate Waste,3.52,0.84,Windy,Increase portions slightly for high energy consumption.
2024-09-06,Breakfast,140,127,47.65,41.17,181,6.48,Sports Day,1,High Waste,4.3,0.25,Rainy,Reduce portion size by 10-20% for the next meal.
2024-09-12,Lunch,191,192,49.01,32.66,250,16.35,Staff Meeting,1,High Waste,2.15,1.05,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-07-08,Dinner,223,222,44.33,40.44,215,3.89,Sports Day,2,Minimal Waste,1.93,0.54,Cloudy,Consider changing the menu or improving food quality.
2024-07-30,Lunch,184,165,35.85,28.79,260,7.06,Holiday,1,Minimal Waste,4.73,1.3,Sunny,Consider changing the menu or improving food quality.
2024-09-17,Dinner,200,219,37.03,35.48,255,1.55,No Event,3,High Waste,3.91,2.55,Rainy,Reduce portion size by 10-20% for the next meal.
2024-01-26,Lunch,153,155,31.88,25.17,284,6.71,Staff Meeting,3,Minimal Waste,1.86,0.26,Rainy,Consider offering warm food options.
2024-05-03,Lunch,151,145,46.24,39.0,282,7.24,No Event,3,High Waste,3.54,2.79,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-04-03,Breakfast,143,148,32.77,27.93,225,4.84,No Event,5,Minimal Waste,4.29,4.28,Rainy,Consider offering warm food options.
2024-07-14,Dinner,184,177,36.26,30.61,268,5.65,Sports Day,1,High Waste,1.14,0.14,Windy,Reduce portion size by 10-20% for the next meal.
2024-05-29,Lunch,177,178,35.21,28.94,264,6.27,Sports Day,2,Moderate Waste,3.29,2.49,Rainy,Consider changing the menu or improving food quality.
2024-02-11,Breakfast,101,93,43.62,39.02,232,4.6,Staff Meeting,4,Moderate Waste,4.08,3.34,Windy,Portion sizes seem optimal; continue as is.
2024-03-02,Breakfast,150,132,43.97,27.55,200,16.42,Holiday,4,Minimal Waste,1.34,1.0,Sunny,Portion sizes seem optimal; continue as is.
2024-07-15,Lunch,194,213,49.76,28.48,271,21.28,No Event,3,High Waste,0.71,0.26,Sunny,Reduce portion size by 10-20% for the next meal.
2024-03-16,Dinner,239,229,32.75,28.82,295,3.93,Sports Day,3,Minimal Waste,2.86,0.27,Sunny,Increase portions slightly for high energy consumption.
2024-08-19,Dinner,234,231,46.55,41.01,253,5.54,No Event,3,High Waste,2.85,1.02,Rainy,Reduce portion size by 10-20% for the next meal.
2024-02-01,Dinner,198,187,35.87,28.32,335,7.55,No Event,5,High Waste,4.99,1.01,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-06-14,Breakfast,111,110,38.65,32.54,209,6.11,Staff Meeting,5,Moderate Waste,3.36,0.44,Cloudy,Portion sizes seem optimal; continue as is.
2024-08-20,Breakfast,135,148,39.9,29.24,225,10.66,Sports Day,4,Moderate Waste,1.67,1.0,Windy,Increase portions slightly for high energy consumption.
2024-10-31,Lunch,183,180,44.15,39.52,266,4.63,No Event,2,Minimal Waste,4.19,1.48,Windy,Consider changing the menu or improving food quality.
2024-04-10,Dinner,240,257,40.65,37.89,269,2.76,Sports Day,3,Moderate Waste,0.94,0.24,Windy,Increase portions slightly for high energy consumption.
2024-02-04,Lunch,198,199,31.24,29.08,232,2.16,Sports Day,3,Minimal Waste,3.56,0.76,Rainy,Increase portions slightly for high energy consumption.
2024-06-08,Breakfast,120,126,49.64,45.98,201,3.66,Holiday,1,Minimal Waste,2.22,1.58,Windy,Consider changing the menu or improving food quality.
2024-04-06,Dinner,213,231,44.96,34.72,266,10.24,No Event,3,Minimal Waste,0.22,0.11,Windy,Portion sizes seem optimal; continue as is.
2024-06-18,Breakfast,137,151,47.63,42.43,200,5.2,Holiday,3,High Waste,3.18,1.29,Windy,Reduce portion size by 10-20% for the next meal.
2024-09-06,Breakfast,126,136,32.6,32.18,214,0.42,Sports Day,5,Minimal Waste,1.16,0.11,Rainy,Increase portions slightly for high energy consumption.
2024-01-31,Breakfast,139,119,38.29,26.38,207,11.91,Holiday,5,Moderate Waste,1.39,1.19,Cloudy,Portion sizes seem optimal; continue as is.
2024-07-07,Lunch,194,180,45.53,42.51,298,3.02,No Event,4,High Waste,0.71,0.24,Windy,Reduce portion size by 10-20% for the next meal.
2024-10-06,Dinner,219,229,44.28,39.93,230,4.35,No Event,2,High Waste,2.3,1.06,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-01-24,Dinner,188,170,44.53,34.38,204,10.15,No Event,2,Minimal Waste,3.33,0.98,Rainy,Consider changing the menu or improving food quality.
2024-10-21,Breakfast,132,124,45.55,44.04,210,1.51,Sports Day,5,Minimal Waste,2.1,0.31,Rainy,Increase portions slightly for high energy consumption.
2024-05-09,Dinner,230,235,31.35,27.27,229,4.08,No Event,3,High Waste,2.87,0.2,Rainy,Reduce portion size by 10-20% for the next meal.
2024-08-31,Dinner,239,259,31.08,30.62,218,0.46,No Event,3,Minimal Waste,2.86,0.18,Windy,Portion sizes seem optimal; continue as is.
2024-05-10,Breakfast,108,100,45.88,36.54,203,9.34,Staff Meeting,2,Moderate Waste,3.38,0.48,Cloudy,Consider changing the menu or improving food quality.
2024-06-15,Dinner,189,204,48.38,47.54,213,0.84,Staff Meeting,2,Minimal Waste,1.16,0.93,Sunny,Consider changing the menu or improving food quality.
2024-03-07,Dinner,210,211,36.14,31.47,339,4.67,Staff Meeting,5,Moderate Waste,1.54,0.48,Rainy,Consider offering warm food options.
2024-03-15,Breakfast,144,160,46.76,33.41,234,13.35,Sports Day,1,High Waste,0.66,0.22,Sunny,Reduce portion size by 10-20% for the next meal.
2024-04-19,Breakfast,105,124,49.26,37.42,221,11.84,Sports Day,5,High Waste,2.05,1.82,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-10-04,Breakfast,112,108,45.57,32.55,225,13.02,No Event,1,Minimal Waste,3.73,1.29,Sunny,Consider changing the menu or improving food quality.
2024-10-14,Breakfast,107,105,44.82,39.78,231,5.04,Staff Meeting,3,Minimal Waste,0.93,0.55,Windy,Portion sizes seem optimal; continue as is.
2024-04-13,Lunch,163,180,46.62,31.6,291,15.02,Sports Day,2,High Waste,2.3,1.19,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-07-12,Lunch,173,177,41.19,36.59,295,4.6,Staff Meeting,1,Minimal Waste,4.47,0.59,Cloudy,Consider changing the menu or improving food quality.
2024-02-16,Breakfast,115,133,31.47,30.35,234,1.12,Staff Meeting,5,Minimal Waste,4.25,1.54,Windy,Portion sizes seem optimal; continue as is.
2024-03-04,Lunch,166,170,34.62,30.87,239,3.75,Staff Meeting,3,Moderate Waste,1.74,0.12,Sunny,Portion sizes seem optimal; continue as is.
2024-03-30,Breakfast,128,130,35.79,31.02,189,4.77,No Event,5,Moderate Waste,0.56,0.43,Windy,Portion sizes seem optimal; continue as is.
2024-03-09,Lunch,190,191,35.36,30.65,260,4.71,Staff Meeting,4,High Waste,0.94,0.53,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-04-17,Lunch,162,146,39.02,34.2,225,4.82,No Event,4,Moderate Waste,0.92,0.53,Sunny,Portion sizes seem optimal; continue as is.
2024-02-08,Dinner,203,209,45.07,36.11,200,8.96,Sports Day,5,Moderate Waste,1.55,0.39,Rainy,Increase portions slightly for high energy consumption.
2024-05-01,Breakfast,131,116,37.5,33.3,207,4.2,Staff Meeting,2,Moderate Waste,5.0,0.19,Rainy,Consider changing the menu or improving food quality.
2024-06-14,Dinner,237,223,41.79,39.44,348,2.35,Staff Meeting,3,High Waste,1.88,0.53,Rainy,Reduce portion size by 10-20% for the next meal.
2024-09-03,Dinner,209,191,34.81,32.51,291,2.3,Staff Meeting,1,High Waste,2.71,1.94,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-07-04,Breakfast,107,105,30.19,25.47,204,4.72,Sports Day,5,Minimal Waste,1.42,1.02,Rainy,Increase portions slightly for high energy consumption.
2024-10-29,Lunch,187,173,35.18,34.72,236,0.46,Staff Meeting,3,Moderate Waste,4.6,0.83,Sunny,Portion sizes seem optimal; continue as is.
2024-01-24,Lunch,151,143,39.29,28.21,237,11.08,No Event,2,Minimal Waste,4.83,0.28,Windy,Consider changing the menu or improving food quality.
2024-04-14,Dinner,191,192,40.36,29.5,281,10.86,Sports Day,1,Moderate Waste,4.96,3.57,Sunny,Consider changing the menu or improving food quality.
2024-04-26,Dinner,186,187,39.73,25.71,316,14.02,No Event,3,Moderate Waste,1.9,1.68,Windy,Portion sizes seem optimal; continue as is.
2024-03-31,Dinner,183,183,49.23,37.56,327,11.67,No Event,3,Minimal Waste,1.62,0.88,Windy,Portion sizes seem optimal; continue as is.
2024-08-21,Lunch,174,192,30.67,30.07,254,0.6,No Event,4,Moderate Waste,4.42,3.52,Windy,Portion sizes seem optimal; continue as is.
2024-02-29,Breakfast,134,131,44.11,39.58,187,4.53,Sports Day,3,Minimal Waste,0.18,0.13,Cloudy,Increase portions slightly for high energy consumption.
2024-01-17,Dinner,199,198,45.26,30.5,255,14.76,No Event,2,Moderate Waste,0.55,0.24,Rainy,Consider changing the menu or improving food quality.
2024-08-20,Lunch,153,170,30.9,28.98,284,1.92,Sports Day,4,High Waste,4.39,0.55,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-06-20,Dinner,225,208,47.58,41.02,337,6.56,Staff Meeting,2,Minimal Waste,3.45,1.27,Rainy,Consider changing the menu or improving food quality.
2024-05-28,Breakfast,101,117,44.18,40.99,240,3.19,No Event,4,Moderate Waste,0.4,0.16,Sunny,Portion sizes seem optimal; continue as is.
2024-09-05,Breakfast,127,122,46.09,28.11,244,17.98,Staff Meeting,1,Moderate Waste,3.91,1.2,Rainy,Consider changing the menu or improving food quality.
2024-04-26,Lunch,173,169,44.13,37.91,239,6.22,Sports Day,2,Moderate Waste,1.63,1.53,Cloudy,Consider changing the menu or improving food quality.
2024-08-15,Lunch,175,174,45.4,44.08,232,1.32,Holiday,1,Minimal Waste,0.94,0.72,Rainy,Consider changing the menu or improving food quality.
2024-07-07,Dinner,210,190,42.25,30.17,326,12.08,Sports Day,4,High Waste,4.21,0.61,Windy,Reduce portion size by 10-20% for the next meal.
2024-08-29,Breakfast,120,134,42.13,32.51,202,9.62,Sports Day,5,Moderate Waste,2.15,0.63,Cloudy,Increase portions slightly for high energy consumption.
2024-02-10,Breakfast,118,125,45.32,30.67,238,14.65,Staff Meeting,4,High Waste,2.88,2.01,Rainy,Reduce portion size by 10-20% for the next meal.
2024-09-18,Breakfast,111,125,41.49,40.88,221,0.61,Sports Day,4,High Waste,1.57,0.24,Sunny,Reduce portion size by 10-20% for the next meal.
2024-02-06,Breakfast,114,124,48.05,35.86,241,12.19,No Event,1,Minimal Waste,1.82,1.42,Rainy,Consider changing the menu or improving food quality.
2024-03-10,Breakfast,125,134,35.48,30.63,223,4.85,No Event,2,High Waste,0.84,0.61,Cloudy,Reduce portion size by 10-20% for the next meal.
2024-04-04,Lunch,200,188,48.7,27.81,228,20.89,Sports Day,5,Minimal Waste,1.13,0.78,Cloudy,Increase portions slightly for high energy consumption.
2024-08-11,Dinner,215,215,39.69,35.25,271,4.44,Staff Meeting,3,High Waste,0.82,0.24,Sunny,Reduce portion size by 10-20% for the next meal.
2024-10-05,Dinner,240,232,34.61,27.2,212,7.41,Holiday,4,Minimal Waste,0.72,0.64,Rainy,Consider offering warm food options.
2024-06-25,Lunch,161,176,31.55,31.45,259,0.1,No Event,3,High Waste,2.96,2.33,Rainy,Reduce portion size by 10-20% for the next meal.
2024-04-06,Breakfast,134,124,37.31,25.47,186,11.84,Holiday,5,Minimal Waste,4.68,2.06,Cloudy,Portion sizes seem optimal; continue as is.
